user,item,rating
A1OGD72Y2Y26CF,B0019CW0HE,5
A7JWCYVPF7KCO,B0019CW0HE,5
ABG53EBZBKD23,B0019CW0HE,5
A3AF72GP4GVRY1,B0019CW0HE,5
A1DJAAKLPCJRZD,B0019CW0HE,5
A1BFNM27629VAV,B0019CW0HE,5
A18AAABCIJKC5Q,B0019CW0HE,5
A3UII2114114PI,B0019CW0HE,5
ABZ9F0D94YK45,B0019CW0HE,5
A2P6ACFZ8FTNVV,B0019CW0HE,1
A1SYSKR79LA2CB,B004K2IHUO,5
A3D1TXE98KRKYO,B004K2IHUO,4
AVCA516CFZ9HF,B004K2IHUO,4
A1P21J0DMTVGS7,B004K2IHUO,5
AL3E5V6MXO9B0,B004K2IHUO,5
A2O9G2521O626G,B004K2IHUO,5
A1ZKFQLHFZAEH9,B004K2IHUO,3
A30835UIR6F8KB,B001REEG6C,5
A10EHUTGNC4BGP,B001REEG6C,5
AY12DBB0U420B,B001REEG6C,5
A1VKJN5Y1C7S5Y,B000J0HIT2,2
A3VEYLW2KPZNGK,B0037LW78C,5
A2F65U0UDY7TAW,B0037LW78C,5
AWNANZ5VUO7IB,B0037LW78C,5
A1Q4PJXI5HS5WT,B0037LW78C,5
A2IX1B76ONTXEL,B0037LW78C,5
A3P60QLFDDCHOY,B0026Y3YBK,5
A38BUM0OXH38VK,B0026Y3YBK,5
AD1WWGMEQ8FWW,B003SE19UK,5
A2PM49X61MWZJV,B003SE19UK,5
A3A52DETIFZNZS,B003SE19UK,5
A3L15C30CBPZOR,B003SE19UK,5
A29SUR9R8ZU54B,B003SE19UK,5
A9GRWS6KP8SMA,B003SE19UK,5
ASOEVZ99YWPVL,B003SE19UK,5
A1QAJ948PN36II,B003SE19UK,5
A1LWFJRITZLYUG,B003SE19UK,5
A34UG2TNXIL0Y,B003OB0IB8,4
A3NVZTGPORNPRW,B003OB0IB8,5
A28D854VMOEHGX,B003OB0IB8,3
AISIYS3D2EAOX,B003OB0IB8,5
A2DLRG3YX6A2ZU,B003OB0IB8,2
A56HS2VNURVJ0,B003OB0IB8,5
AOTEC8KEH8JGN,B003OB0IB8,5
A1D0URD0AL237J,B003OB0IB8,5
A2BZNXMV0LC7OE,B003OB0IB8,4
A198FU6P1BVUNZ,B002SRYRE8,5
A21E0OJ4DSKXNA,B002SRYRE8,5
A1FJJQA34W0F4K,B002SRYRE8,5
A20PK3OCKRRSA5,B002SRYRE8,5
ARS5Q7LR6HWPG,B001GVISJW,4
A2YIO225BTKVPU,B001GVISJW,4
A1ROND7G1QTOFY,B001GVISJW,5
A1Z54EM24Y40LL,B001GVISJW,5
A281387UUS2IN5,B001GVISJW,3
A2NH6XPAZG881D,B0017I8UME,5
AKX0RW482WAFD,B0017I8UME,2
ATBE88PKKQTRA,B0017I8UME,5
AJFIH0DZYJF7T,B0064KU9HO,3
ABTKZKAWOK4DC,B0037ZFEW4,5
AC567LXSKDNC1,B00374XSVY,5
A2PW7DRW757OL0,B00374XSVY,5
AISCBGJRPPZ5G,B005P0HHGK,4
A17ESTP5T7T1PH,B002HQAXUW,1
A1CY94Z8YWQV12,B000SV90J8,5
A3OO3TXDSIJDHY,B000SV90J8,5
AUIVXYS8E4DEX,B0036VM05I,5
A335SFRERY214N,B0036VM05I,5
A3NID9D9WMIV01,B000ITVLE2,5
A395S4RA1X7BFB,B000ITVLE2,5
ADL44P8Z4A3M5,B000ITVLE2,5
A1K37I9HWF3SAI,B000ITVLE2,3
A6Y8N2GHDH0ZO,B000ITVLE2,4
A5X6PJANY4XW4,B000ITVLE2,5
ARTBQH9WOZTIV,B000ITVLE2,1
A2TUJ3MOKXZVYK,B003TQQKFQ,5
A2QHQM3HHFUSHG,B003TQQKFQ,5
A34YK0ZTWOR858,B007B9J6G2,1
A34D61RQILOKIJ,B0064KO0BU,1
AAV3AEI6YSYA2,B0064KO0BU,3
A104Y49ZQ4CYJ2,B0064KO0BU,5
A2KVCXTQVN18KI,B001IUKD76,5
A2K8UBI64T0BM8,B001IUKD76,5
A3HUV0ZQPXO3V7,B0081XN2HQ,5
A3PPOTV6659ATF,B0025VRCJY,4
A2VYRRDJN2UKWB,B0025VRCJY,5
A2ACUGNVT36JYX,B0025VRCJY,5
A3F8JQ5J29GWUV,B0025VRCJY,5
A3L9ZT7SRJYLVH,B0025VRCJY,4
A3O8ZE8BHREE0W,B005CJVVJ8,4
A3BSTFFIKK5YTW,B005CJVVJ8,4
A3F44FUPG97AA9,B005CJVVJ8,5
A1AL946PZ24084,B005CJVVJ8,3
A262Z0S6PT9U16,B001KUUNP6,5
A317BY3IPZ83MJ,B001KUUNP6,5
A18VJ0WOQAIZYD,B001KUUNP6,5
A1IU7S4HCK1XK0,B000NY8ODS,5
A2S72TUJDQUBMH,B00029XIZI,5
ATX44LVZL5JFV,B004V6AH34,4
A3AFVGFX175F9N,B004V6AH34,3
AXAJ1GHE97YE2,B004V6AH34,5
A3POAWC2JPQQQP,B004V6AH34,5
AJZ2A9UOJK0RB,B004V6AH34,5
A19NGYCQ1NCF3W,B0028C44Z0,5
A32DDKLY942A84,B0028C44Z0,4
A3B6S35IUGOGW4,B0028C44Z0,5
AI7O5C9KBVSTF,B0028C44Z0,5
A4LL4KXLRBQHQ,B0028C44Z0,3
A3U94LRA4I8YAL,B0028C44Z0,5
A1WTXY4MW3YDF2,B0028C44Z0,5
A1UF2VN3O50NGW,B0028C44Z0,2
A3VAYCK681VZZO,B0028C44Z0,5
A3TIC20I6XI297,B0028C44Z0,5
A2Q8F5N7HQXWDW,B0028C44Z0,4
A2RMYCQIST622H,B0028C44Z0,5
A27D5IRAIGLOG5,B0028C44Z0,5
A5F7YR0G7H9HR,B0028C44Z0,5
A2E0MNOYZI00VW,B0028C44Z0,5
A3BJ9NS09YGQT5,B0028C44Z0,1
A3S84SEN2Z6DZU,B0009XLVGA,5
A2U3Z5S70AE80V,B0009XLVGA,5
ATHUN0PJ0MG0P,B0009XLVGA,5
A2LWOW7SO2QPML,B0009XLVGA,2
A1NHQNQ3TVXTZF,B0009XLVGA,1
A3FU8FVBZ8ZODD,B002TDK0VK,4
A24HJWXL3LHULM,B002TDK0VK,5
A3GRP8QRFGDH8T,B002TDK0VK,1
A19SDJ2TSSL8HI,B0040WAG7Q,3
AW497M5SEXAPQ,B001EO5ZMO,5
A3KQ1480MHXXCW,B001EO5ZMO,5
A8D27L5Q5BLRC,B001EO5ZMO,5
A1C5SHU81SRARN,B001EO5ZMO,5
A3JP1UJAF8YY0F,B001EO5ZMO,5
A8XEEORIXJNZL,B001EO5ZMO,5
A3A4GAPXRX5SHM,B001EO5ZMO,2
A1CR1DS15Z7XO1,B001SATU8E,4
A2WQBT7RS1HSSU,B007JFV6RK,5
A3LCMQ815MBJW9,B007JFV6RK,5
A2UC5JUVHIF80L,B007JFV6RK,5
A1AK335P17JXL0,B001L4ELRW,1
A2ODZ3CH8PMYTL,B003SO503C,5
A3OXRFCJI67IMN,B003SO503C,5
A2HL6876LDPJIM,B003ZFXJDW,5
A2KPPGFMPD20M6,B003ZFXJDW,1
AJ94Y22SUFCGU,B003ZFXJDW,5
A1KLA02LZXAT46,B001HTL6CY,2
A2GN6W82DZNUN8,B000WFRMRW,5
A3Q7QBDSAZ670I,B000WFRMRW,4
AF72GTWZGAC61,B001EO5ZME,5
A1JT114SOITFFO,B0093NIWVO,5
AF72GTWZGAC61,B001EO5ZMY,5
AOSK1PLKNT64,B001EO5ZMY,5
A1DAHZRJTX5X1Z,B001EO5ZMY,5
A7WE8ZWEJG34E,B001EO5ZMY,4
A1W4LZ4VZDF29Y,B001EO5ZMY,4
A3E81HFGNME65J,B001EO5ZMY,2
AMRNVZKWF6519,B007TFONH0,5
A10IFYN5U6X20R,B007TFONH0,5
A3ICO2ROSXHIPM,B007TFONH0,5
A1OE23J37ZPDXE,B000GGKQSO,5
A3957BBBNL1TLJ,B007J32WX4,5
A2EPNS38TTLZYN,B0017129DC,3
A1SSKFPX72MSMR,B0002567IW,1
ATY9Z65HYE0W6,B0048IC328,4
A1W867A8DSHFHC,B0048IC328,1
A375ZA7IJH2ZGQ,B0048IC328,2
A2WT4IIHNFJGYT,B0025WIAN0,5
A332AAPB4P75L4,B00821UN4M,1
A3MQSTAAJSUGF9,B00821UN4M,2
AE508CW7ON3EP,B00473RWXY,5
A2M6O8YORUA8PW,B002MV23XM,5
AQ7QJ1GWE2BSR,B002MV23XM,5
A3AER90E4ZWVN6,B000LKZK7C,5
A25YQEBU2FAD3M,B000LKZK7C,3
A1T14KXM4GH14A,B000LKZK7C,5
A1H9VU1FACOXLN,B000LKZK7C,5
AWJ1Z81HHB0MY,B000LKZK7C,5
A2NP8RNW9T5BQF,B000LKZK7C,1
A2JRK3K99168A1,B000LKZK7C,4
A1L4RDILGM7D9E,B000LKZK7C,4
A2VUB6YYTF234O,B000LKZK7C,4
A21BLUM0I2Y3MW,B000LKZK7C,5
A1VKNACW03M5H7,B000LKZK7C,3
A2582KMXLK2P06,B000LKZK7C,5
A34HSMRAQY5XKX,B000LKZK7C,5
AUUWUS51SMMT4,B000LKZK7C,4
A1YZV2UY0QDZTX,B000LKZK7C,5
A3QN14A5DGUA0U,B001D07IPG,5
ABHXONN9HSUZI,B001D07IPG,5
A3OM7Q1IVAGLUW,B001D07IPG,5
A3BUE5AHX4M0FS,B001D07IPG,5
AQX8FF2YCO3J7,B001D07IPG,5
A27UE9HJRZ22YI,B001D07IPG,1
A3MBRJ5X24GXM9,B000H13270,5
A3J6I70Z9Q0HRX,B000H13270,5
A1YLOZQKBX3J1S,B000H13270,3
AVQIRN6E7J7UA,B000H13270,3
A1XM65S80UQ2MD,B001UJEN6C,5
AFUMZHRZJG0H0,B001UJEN6C,5
AIW47KAXVTR0X,B001UJEN6C,5
A1R2P21ZYNJCFJ,B001UJEN6C,3
A37AO20OXS51QA,B001UJEN6C,5
A3R6W1FEYDNT8V,B001UJEN6C,5
A2VBZOK3SVSDWA,B001UJEN6C,5
AREOHWLWVX0A8,B001UJEN6C,3
ADWJAJZTHNYN6,B001UJEN6C,5
A3UD9G34YLWVXE,B001UJEN6C,4
A2Y4IWY1ZXLXH8,B001UJEN6C,5
AHAX3RWULQD6T,B001UJEN6C,5
A2LFHPZFG1OHBZ,B001UJEN6C,5
A297HRGWRID7I6,B001UJEN6C,5
AMYAHFQZI19LS,B001UJEN6C,5
A28VTF9FQ42SBV,B001UJEN6C,5
A2H03V8PAZDU9J,B001UJEN6C,5
AUXHG88OYWCGM,B001UJEN6C,5
ATN552TF5V40Z,B001UJEN6C,1
A3DSWITPB6NBT5,B003EMU7EU,4
A215QEI3FPLVXU,B0064KOUNI,5
AAZ084UMH8VZ2,B003YDP5PA,5
AFLLCB3F28N6A,B003YDP5PA,5
A3T8PIRVS2LX4P,B003YDP5PA,5
A18RVAXFLALN6E,B003YDP5PA,1
AVPSSODZIDABZ,B002X9JNYU,1
A2RXRKRI8YSQWQ,B001EPQ0J0,5
A2KADAQBR8NG80,B001EPQ0J0,5
A2L3IECPFB956F,B001EPQ0J0,5
A137DV4YVGWDCR,B000O9Y62A,5
A89KN0ADLUNPW,B000O9Y62A,5
A1SH7OWQ98P6FI,B00283TPYE,5
AJM8UGFV16NS8,B001FB69YY,5
AVD1K8KU6Z86U,B004OYBN7C,5
AJ7Q49CTJ1BOC,B000JEHAHS,5
A2MMFEZ728S1MA,B000JEHAHS,3
A1GUR2DMGWUIGL,B000JEHAHS,3
A2CU16YU1KEOUY,B000JEHAHS,1
A6Y49ZNS6NPN0,B003VTN95K,5
A3G467T8H2U4F1,B003VTN95K,5
AKG4UJNVSHHAD,B003VTN95K,4
A1J7ZSFU0SO3D4,B003VTN95K,5
A3GLQSR6MTHXGL,B003VTN95K,5
A3KVJ2DVCLO0HB,B003VTN95K,5
A24GM452AKJTT9,B007DJ0O9I,1
A328TUPI6HYZSF,B007DJ0O9I,5
A28D8FT2NNCS2Z,B00469VSJI,5
A2EVOV2OZBQU53,B00469VSJI,1
A1447CDAPZGLYV,B00469VSJI,1
A156LLD3VZJGC2,B002SRAU80,5
A1KZ67VEU7CJQ3,B0067LDV66,5
A26EQ8U96JA92T,B0067LDV66,5
A2CHZ5Q2EF3IR3,B000HKYP9A,5
AD5WAUA14YD6N,B000HKYP9A,4
AHMKE1AJEHHS3,B000HKYP9A,5
A6VEEE9HOL004,B000HKYP9A,3
A3JBI5QDS32UEM,B000HKYP9A,5
AMNCDXFZKL6MZ,B000HKYP9A,3
A2B7A8FJBT0HDX,B000HKYP9A,3
AEIAXBIMAO9T0,B000HKYP9A,4
A2OB1BFAEPAYBM,B00067AD4U,5
A3GT3KCGY9EYF4,B00067AD4U,5
A2LYOWC3FC73XK,B00067AD4U,5
A7DSY3M6P6RG3,B00067AD4U,5
A1DTDSL1J6C05F,B0029OWDAU,5
A19Y7MSOR2J7XP,B000SEJ84M,5
ATBV3QRAVD2PJ,B001LMNXFA,5
A226DRVTNFWM28,B001LMNXFA,5
ASIAOU4JW8LUG,B002J2DO8W,5
A2VOVLKP603R1T,B000U9V5AU,5
A2XADCFYDXH7IV,B001SB099M,4
A1KZUXE70GYNGO,B0041QJSJS,4
A221AFCU6AE0QO,B0041QJSJS,5
A2BAVWMHL130WY,B0041QJSJS,5
A20B2BU1ZPY9AW,B0041QJSJS,1
A2T68P9I05KBFT,B0041QJSJS,5
A2SLZMD0UYRT5X,B00437JI8Q,5
A3UM3M6WSUN5BR,B00437JI8Q,5
A4TLHOUT1PHTL,B00437JI8Q,5
A3DKCBKDEO2GS3,B00437JI8Q,5
A1J87LOAYSMHO9,B00437JI8Q,5
A1OIMIM4FHT4IG,B002O3VHXU,4
A3OXHLG6DIBRW8,B002O3VHXU,5
A2TJG4N8LNJW23,B002O3VHXU,4
A2129VQGGHR150,B002O3VHXU,5
A1HQV09XG1Z0YW,B002O3VHXU,4
A2ZNLPYMZOXLGX,B002O3VHXU,5
A5IWYNX8RHRKL,B0057FTBYO,5
A139RTDNMU3WY5,B0087HW5E2,5
A212PEJ8E3TS3V,B003YXWAF8,5
AS89BWXQRDAMV,B003YXWAF8,5
A3OOAICYUJT8EL,B003YXWAF8,5
AMN6JEQ31G052,B003YXWAF8,5
A35G909LKGM6R1,B003YXWAF8,3
A1KQXO716WOOD6,B003YXWAF8,1
A3AEEQSKFVN9NB,B000UXA3L8,5
A25C2M3QF9G7OQ,B000UXA3L8,5
A1ZZMVHSLQSE7R,B004AVYUOW,5
A37RRNHOYQ7JPH,B001ESOQAM,5
AQDT2YOPW35IU,B001ESOQAM,4
A2JH47KQUPWVRO,B001ESOQAM,5
A2609IIYREBZRT,B001ESOQAM,5
AC8PTTE9SEU9E,B001ESOQA2,4
A2FZRO46DF0UHN,B003XT4AV0,2
A1FERORG6RB1ZP,B003XT4AV0,5
A1H2R3U6I562W,B001FA1MCO,5
A30WKTJDBRD5UA,B001FA1MCO,1
A13T2G4T8LR8XA,B001ELL6O8,5
A72H1W5S6UFMY,B001ELL6O8,5
A1PTPN5SY7C7SW,B001ELL6O8,5
AZ7289G0ILRFF,B001ELL6O8,5
ALSAOZ1V546VT,B001ELL6O8,5
A1ORGHJ9LSZB03,B001ELL6O8,4
A1JM25M2PSVPXE,B001ELL6O8,3
A12T0F58OKHCIW,B001ELL6O8,1
A2APBHKZCMD6DO,B001ELL6O8,1
A3F5EUYWKVWPJ6,B006CGURWM,1
A2VJBGSGUC78FB,B00250I0EG,5
A1T61QP7QHYBRQ,B000C21OOM,5
A2KTYAKU1PEVCI,B003D4O92K,5
A3K24YL6ORL11F,B003D4O92K,5
AVI998S4IX2Y1,B001IZM8A6,5
A2ANZVA56T7RAG,B001IZM8A6,5
ARYNM1E978YX8,B0089PI9OC,5
A28RMYGO9RGA0K,B00061KYVI,5
A3JE18D4XD2PYF,B00061KYVI,5
A29ZSRDOYVO735,B00061KYVI,5
A197O1VYM9B8A3,B003XV5LHK,5
A3UV9TOZW3XXPV,B005WU7V00,5
A250IZTJ5UN2EI,B005CFC9XY,5
A2IJOBHJXEZSS2,B000SEJ842,1
A3U2QAY7SVE9AI,B004X8TK8I,5
A3GIMXLOEPFJBV,B004X8TK8I,4
AMRMK86X3PKXD,B004X8TK8I,5
A1TYA1IYI3LGUC,B004X8TK8I,5
A2NO1TXXS9T0EE,B000G6RYNE,4
A1IRN1M05TPOVT,B000G6RYNE,5
ARONI7W0W677H,B000G6RYNE,5
A1Y3XPZK9ZADFW,B000G6RYNE,4
A1Y3XPZK9ZADFW,B000G6RYNE,4
A1ELZC3WXWILX2,B000G6RYNE,5
A1X5RAIMX4ZSLJ,B000G6RYNE,5
A1IRN1M05TPOVT,B000G6RYNE,5
A1S8ELUE383P8E,B000G6RYNE,5
A2OEUROGZDTXUJ,B000G6RYNE,5
A17V3UVYMI69TE,B000G6RYNE,4
A22PUBSSNP54L,B000G6RYNE,5
A15USNEAJUXOSH,B000G6RYNE,4
A15USNEAJUXOSH,B000G6RYNE,5
A2BLJGGWN8GTXQ,B000G6RYNE,5
A1FXCNUVQ6FOMC,B000G6RYNE,5
A926YP1BSD72Y,B000G6RYNE,5
A33PLZ7SD5MCG0,B000G6RYNE,4
A3EEBE82C3HYRD,B000G6RYNE,3
A35JPD8Q492FJC,B000G6RYNE,5
A391CLP4UMXJQG,B000G6RYNE,4
AYB4ELCS5AM8P,B000G6RYNE,5
A2GOE7ITDGYVE,B000G6RYNE,5
A19G8B2QYETD7W,B000G6RYNE,3
A3PZ4AXTY9J1DZ,B000G6RYNE,4
ACFPHOYVB71V4,B000G6RYNE,5
A1H80WDFOR94Q5,B000G6RYNE,5
A3Q5YZNYGGUP8W,B000G6RYNE,5
AKRLMISQPL8QW,B000G6RYNE,5
A2MUGFV2TDQ47K,B000G6RYNE,3
A1465JH39KR5O5,B000G6RYNE,5
A1L17QW3R7A519,B000G6RYNE,5
AOSFLVLMAG0N5,B000G6RYNE,5
A2H2Q5RW1K56AI,B000G6RYNE,5
A13VD7TJDWVOEC,B000G6RYNE,5
AKKQKYX8ODUAF,B000G6RYNE,5
A3RB0YBBYGXBYE,B000G6RYNE,5
A3492ZW10B65ON,B000G6RYNE,5
A2ZEFDVX4X5TPX,B000G6RYNE,4
A2MMTWKCJET6S,B000G6RYNE,4
A3RMGIKUWGPZOK,B000G6RYNE,5
A1E2Y40TTPL8YK,B000G6RYNE,5
A56JFSLUCHI4J,B000G6RYNE,5
A1DW1FK1H3F2TM,B000G6RYNE,5
A3PJZ8TU8FDQ1K,B000G6RYNE,5
A3PJZ8TU8FDQ1K,B000G6RYNE,5
AU3VZDTQH0J4M,B000G6RYNE,5
A3B0HXAUWCLSZO,B000G6RYNE,5
A17UR3NRLARXCH,B000G6RYNE,4
A31N6KB160O508,B000G6RYNE,4
A339FKUBFG0VLX,B000G6RYNE,4
A3MLESXA2VGWJC,B000G6RYNE,4
A3UCO7B9HP42BG,B000G6RYNE,5
A1DOBB5XZ1KMZ5,B000G6RYNE,5
A3I96LKK3S15D0,B000G6RYNE,5
A2LS9RBSI8SDZF,B000G6RYNE,5
A324FVIOYCWNSB,B000G6RYNE,4
A1RRHET1QIP1YK,B000G6RYNE,5
A12OF4IM7A8YS,B000G6RYNE,5
AUHS7PQNAHNDI,B000G6RYNE,5
A26ONAQEIUEMV4,B000G6RYNE,5
AOHRHPJP38LLT,B000G6RYNE,2
A1AXXMJQ3NDIFK,B000G6RYNE,5
A31N6KB160O508,B000G6RYNE,4
A31N6KB160O508,B000G6RYNE,4
A1WQ3UGXPT15VI,B000G6RYNE,2
A1B05INWIDZ74O,B000G6RYNE,3
A1B05INWIDZ74O,B000G6RYNE,5
A3TEMXOLE1APPZ,B000G6RYNE,2
A2OAYIM13WIXCH,B000G6RYNE,5
A2BFFXK7TEINBE,B000G6RYNE,5
A3N9DN0V2YXAXA,B000G6RYNE,5
A2C5BWOM7329UD,B000G6RYNE,5
APGAA43E3WPN7,B000G6RYNE,5
ABR7HU5H1KNE,B000G6RYNE,5
AJQD2WWJYOYFQ,B000G6RYNE,4
A16YH487W9ZYO0,B000G6RYNE,4
A83YQC1XOU4CS,B000G6RYNE,5
A2LGWBIT9WCTVA,B000G6RYNE,5
A3TX8RH943OLBM,B000G6RYNE,2
A3L4OZ0U0A5UDH,B000G6RYNE,5
A2OEUROGZDTXUJ,B000G6RYNE,4
A30H2335OM7RD6,B000G6RYNE,5
A2SYKMR242D0X6,B000G6RYNE,5
A27YPCR3ZXWVFE,B000G6RYNE,5
A39Y59C6FTC0GL,B000G6RYNE,2
A3I5AT1101AS3A,B000G6RYNE,1
A22LENLDTGQIU7,B000G6RYNE,1
A2ZCD6KO2YY9IZ,B000G6RYNE,5
A2C18CH1YC6BYT,B000G6RYNE,4
A2M8JQ3AME7878,B000G6RYNE,3
A3B6TOEXSQVO24,B000G6RYNE,5
A16S0NQ3MWJXFL,B000G6RYNE,5
A1UM73T71CFPSY,B000G6RYNE,5
A38KP1POQ191WT,B000G6RYNE,1
A1AVLKAXW55QQA,B000G6RYNE,4
A2DQBXU2LEVWWA,B000G6RYNE,3
A4NDPXCYKRCY2,B000G6RYNE,2
A3TK2IOP8UQ087,B000G6RYNE,5
AYBYYDVV5ABJE,B000G6RYNE,3
A3MFU0GVZUVH3K,B000G6RYNE,5
A27C44BIRQH3QW,B000G6RYNE,5
ACYR6O588USK,B000G6RYNE,5
A13SOXNMWXQVNU,B000G6RYNE,5
A1MFG9E45RX5OW,B000G6RYNE,5
A2L9028WTVFL1I,B000G6RYNE,5
A1BXG0K7UD9CTD,B000G6RYNE,1
AY1EF0GOH80EK,B000G6RYNE,5
AWLK6NSSV0YNA,B000G6RYNE,5
A15U6JW86FB9OV,B000G6RYNE,5
ALCKGM3XF391,B000G6RYNE,4
A1LERBW69A3FDS,B000G6RYNE,3
A3CN9CCJUNIPKT,B000G6RYNE,3
A3P8OWYR65G9UF,B000G6RYNE,2
A2EMS62FCYODRS,B000G6RYNE,5
A18VDAH788BOAC,B000G6RYNE,1
A2NI99G9BANORP,B000G6RYNE,1
A2A1XYSB692L6J,B000G6RYNE,5
A3RMGIKUWGPZOK,B000G6RYNE,3
A2TN9C5E4A0I3F,B000G6RYNE,1
A2LN5DDGT21310,B000G6RYNE,4
A3GJQ3W0T0KWEO,B000G6RYNE,1
A1PGMT8XLL4FPM,B000G6RYNE,1
A4XCTURC8URLE,B000G6RYNE,1
A21D8LH2CD2EIZ,B000G6RYNE,2
A14SOW889A4TAT,B000G6RYNE,1
A6UFSCD6O8JMT,B000G6RYNE,4
A14HZ5EMD2WCG,B000G6RYNE,3
A3ARC3UIY3Z1KQ,B000G6RYNE,1
A2B5OI74EHGVH1,B000G6RYNE,1
ATZ0P4653KL13,B000G6RYNE,2
A2GDBBZMMBX1L,B000G6RYNE,2
A35KU4XNOVV194,B000G6RYNE,1
A3D7FUBG14QWKX,B000G6RYNE,1
APA1GLNHF6K9H,B000G6RYNE,1
A31MZR41SM9JU5,B000G6RYNE,1
A1RUS8VOWCIC28,B000G6RYNE,1
A10RJEQN64ATXU,B000G6RYNE,5
A2OLJKXJBAYBTY,B000G6RYNE,1
A3UFRBCC1CSCSJ,B000G6RYNE,1
AR7TAEEUDHMUB,B000G6RYNE,1
A320QA9HJFUOZO,B000G6RYNE,5
A1GBZCL326K4GN,B000G6RYNE,5
ADS5APY1NKTL4,B000G6RYNE,5
A3ARZW7S96SESC,B000G6RYNE,1
A2JFHMA59G55MJ,B000G6RYNE,5
